"BEZEICHNUNG","THIS_YEAR"
"Sonstige Sachanlagen",1586070.69
"3. Finanzielle und andere Vermögenswerte / verzinsliche Wertpapiere",39486375.38
"Latente Steueransprüche",1274365.57
"1. Vorräte",371658.36
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",99162465.31
"Steuererstattungsansprüche",20125.48
"4. Zahlungsmittel und Zahlungsmitteläquivalente*",194714684.46
"Payment Processing & Risk Management",77035000
"Acquiring & Issuing",24017000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",101803139
"2. Kapitalrücklage",11261517.49
"3. Bilanzgewinn",163217846.04
"4. Umrechnungsrücklage",82873.72
"Langfristige verzinsliche Verbindlichkeiten",2000000
"Sonstige langfristige Verbindlichkeiten",0
"Latente Steuerschulden",6159509.14
"Verbindlichkeiten aus Lieferungen und Leistungen",91774000.53
"Verzinsliche Verbindlichkeiten",2500097.06
"Sonstige Rückstellungen",1652357.62
"Sonstige Verbindlichkeiten",10391520.35
"Kundeneinlagen aus dem Bankgeschäft",122966226.66
"Steuerrückstellungen",2565686.58
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",48521687.5
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",51631.01
"Effekte aus Währungskursschwankungen",496941.97
"Zunahme/Abnahme der Vorräte",18126.45
"Forderungen",19386621.73
"Zunahme/Abnahme anderer Aktiva",481999.18
"Zunahme/Abnahme der Rückstellungen",411342.03
"Zunahme/Abnahme lfr. Schulden ohne Finanzschulden",1482592.62
"Zunahme/Abnahme Verbindlichkeiten aus Lieferungen und Leistungen",47894651.11
"Zunahme/Abnahme anderer kurzfristiger Passiva",6365724.41
"Sonstige zahlungsunwirksame Aufwendungen und Erträge",0
"Auszahlungssaldo aus Ertragsteuern",2917984.35
"Gezahlte Zinsen ohne Darlehenszinsen",326236.97
"Erhaltene Zinsen",149541.51
"Erstkonsolidierung",762571.99
"Auszahlungen für Investitionen in immaterielle Vermögenswerte und Sachanlagen",8839467.91
"Wertpapiere",0
"Einzahlungen aus dem Verkauf von finanziellen Vermögenswerten",231643.63
"Gesellschaften unter Abzug erworbener Zahlungsmittel",440126.28
"Auszahlung aus der Tilgung von Finanzverbindlichkeiten",1000000
"Dividendenausschüttung",9162282.51
"Gezahlte Zinsen aus Darlehen",165930.25
"Zahlungswirksame Veränderungen des Finanzmittelbestands",46296136.45
"wechselkursbedingte Änderungen des Finanzmittelbestands",96968.08
"konsolidierungskreisbedingte Änderungen des Finanzmittelfonds",2872241.45
"I. Umsatzerlöse",194704119.04
"1. Aktivierte Eigenleistungen",4156557.7
"1. Materialaufwand",107775216.02
"2. Personalaufwand",21264794.72
"3. Abschreibungen",4182537.62
"1. Sonstige betriebliche Erträge",997245.45
"1. Sonstige Finanzerträge",520389.25
"2. Finanzaufwand",980949.52
"VII. Ertragsteueraufwand",7512806.78
"Ergebnis je Aktie (unverwässert)",400
"Rechtsberatungs- und Abschlusskosten",2439000
"Beratungs- und beratungsnahe Kosten",3412000
"Bürokosten",2179000
"Betriebsausstattung und Leasing",3476000
"Vertrieb und Marketing",3152000
"Sonstiges",3456000
"Selbsterstellte immaterielle Vermögenswerte",20289294.86
"Sonstige immaterielle Vermögenswerte",16975909.4
"Kundenbeziehungen",61920550.44
"Sonstige Sachanlagen",2342469.36
"3. Finanzielle und andere Vermögenswerte / verzinsliche Wertpapiere",26285293.86
"Latente Steueransprüche",1437937.12
"1. Vorräte",302357.57
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",159601785.81
"Steuererstattungsansprüche",3584059.17
"4. Verzinsliche Wertpapiere",9000000
"5. Zahlungsmittel und Zahlungsmitteläquivalente",184488560.98
"Payment Processing & Risk Management",87546000
"Acquiring & Issuing",24017000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",101803139
"2. Kapitalrücklage",11261517.49
"3. Gewinnrücklagen",208775063.38
"4. Umrechnungsrücklage",137517.4
"Langfristige verzinsliche Verbindlichkeiten",36000000
"Sonstige langfristige Verbindlichkeiten",1036815.57
"Latente Steuerschulden",6913613.41
"Verbindlichkeiten aus Lieferungen und Leistungen",114052241.53
"Verzinsliche Verbindlichkeiten",1082196.1
"Sonstige Rückstellungen",1194810.82
"Sonstige Verbindlichkeiten",9929701.14
"Kundeneinlagen aus dem Bankgeschäft",98600140.71
"Steuerrückstellungen",7292485.17
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",52729524.62
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",76453.24
"Effekte aus Währungskursschwankungen",553754.37
"Zunahme/Abnahme der Vorräte",57151.82
"Leistungen und sonstiger Forderungen",41005299.4
"Zunahme/Abnahme anderer Aktiva",1025887.53
"Zunahme/Abnahme der Rückstellungen",457300.29
"Zunahme/Abnahme lfr. Schulden ohne Finanzschulden",704893.57
"Leistungen",14384510
"Zunahme/Abnahme anderer kurzfristiger Passiva",1262812.1
"Auszahlungssaldo aus Ertragsteuern",9079685.65
"Gezahlte Zinsen ohne Darlehenszinsen",596692.09
"Erhaltene Zinsen",44224.19
"Working Capital aus Erstkonsolidierung",1255181.32
"und Sachanlagen",8208407.15
"Vermögenswerten und Sachanlagen",34096.76
"und verzinsliche Wertpapiere",0
"Vermögenswerten",0
"Einzahlungen aus der Tilgung von Ausleihungen",0
"konsolidierter Gesellschaften",2881381.95
"Einzahlungen aus der Aufnahme von Finanzverbindlichkeiten",15000000
"Auszahlungen aus der Tilgung von Finanzverbindlichkeiten",10000000
"Dividendenausschüttung",10180313.28
"Gezahlte Zinsen aus Darlehen",390518.03
"Finanzmittelbestands",6559669.03
"Wechselkursbedingte Änderungen des Finanzmittelbestands",656.42
"Finanzmittelfonds",16397.24
"I. Umsatzerlöse",232368573.9
"1. Aktivierte Eigenleistungen",5270749.62
"1. Materialaufwand",135827926.67
"2. Personalaufwand",20759151.98
"3. Abschreibungen",5848648.73
"1. Sonstige betriebliche Erträge",1102243.85
"1. Sonstige Finanzerträge",331277.79
"2. Finanzaufwand",1443908.24
"VII. Ertragsteueraufwand",9304212.18
"Ergebnis je Aktie (unverwässert)",420
"Rechtsberatungs- und Abschlusskosten",1656000
"Beratungs- und beratungsnahe Kosten",3692000
"Bürokosten",2729000
"Betriebsausstattung und Leasing",4029000
"Vertrieb und Marketing",2556000
"Sonstiges",8914000
"Selbsterstellte immaterielle Vermögenswerte",25589000
"Sonstige immaterielle Vermögenswerte",19951000
"Kundenbeziehungen",112359000
"Sonstige Sachanlagen",9512000
"3. Finanzielle und andere Vermögenswerte / verzinsliche Wertpapiere",67517000
"Latente Steueransprüche",1245000
"1. Vorräte und unfertige Leistungen",586000
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",205636000
"Steuererstattungsansprüche",8430000
"4. Verzinsliche Wertpapiere und Festgelder",67196000
"5. Zahlungsmittel und Zahlungsmitteläquivalente",345745000
"Payment Processing & Risk Management",102126000
"Acquiring & Issuing",30770000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",112192000
"2. Kapitalrücklage",140425000
"3. Gewinnrücklagen",269391000
"4. Umrechnungsrücklage",70000
"Langfristige verzinsliche Verbindlichkeiten",46000000
"Sonstige langfristige Verbindlichkeiten",8430000
"Latente Steuerschulden",10276000
"Verbindlichkeiten aus Lieferungen und Leistungen",147763000
"Verzinsliche Verbindlichkeiten",11048000
"Sonstige Rückstellungen",1002000
"Sonstige Verbindlichkeiten",23564000
"Kundeneinlagen aus dem Bankgeschäft",221649000
"Steuerrückstellungen",5140000
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",66237000
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",17000
"Effekte aus Währungskursschwankungen",338000
"Zunahme/Abnahme der Vorräte",193000
"Leistungen und sonstiger Forderungen",23757000
"Zunahme/Abnahme anderer Aktiva",12574000
"Zunahme/Abnahme der Rückstellungen",556000
"Zunahme/Abnahme lfr. Schulden ohne Finanzschulden",7004000
"Leistungen",12374000
"Zunahme/Abnahme anderer kurzfristiger Passiva",8011000
"Auszahlungssaldo aus Ertragsteuern",9423000
"Gezahlte Zinsen ohne Darlehenszinsen",228000
"Erhaltene Zinsen",180000
"Working Capital aus Erstkonsolidierung",1453000
"und Sachanlagen",35761000
"Vermögenswerten und Sachanlagen",572000
"und verzinsliche Wertpapiere",12983000
"konsolidierter Gesellschaften",16432000
"Einzahlungen aus der Ausgabe von Aktien",141152000
"Auszahlungen für Aufwendungen aus der Ausgabe von Aktien",2202000
"Aufnahme/Tilgung Verbindlichkeiten aus Leasing",952000
"Einzahlungen aus der Aufnahme von Finanzverbindlichkeiten",15000000
"Finanzverbindlichkeiten",406000
"Auszahlungen aus der Tilgung von Finanzverbindlichkeiten",44024000
"Dividendenausschüttung",11198000
"Gezahlte Zinsen aus Darlehen",1171000
"Finanzmittelbestands",75131000
"Wechselkursbedingte Änderungen des Finanzmittelbestands",105000
"Finanzmittelfonds",0
"I. Umsatzerlöse",279538000
"1. Aktivierte Eigenleistungen",6317000
"1. Materialaufwand",160842000
"2. Personalaufwand",26885000
"3. Abschreibungen",11891000
"1. Sonstige betriebliche Erträge",2114000
"1. Sonstige Finanzerträge",2446000
"2. Finanzaufwand",3416000
"VII. Ertragsteueraufwand",12326000
"Ergebnis je Aktie (unverwässert)",480
"Rechtsberatungs- und Abschlusskosten",2366000
"Beratungs- und beratungsnahe Kosten",3852000
"Bürokosten",3269000
"Betriebsausstattung und Leasing",3832000
"Vertrieb und Marketing",3463000
"Sonstiges",5332000
