"BEZEICHNUNG","THIS_YEAR"
"Steuern vom Einkommen und Ertrag",157941.09
"Außerordentliche Erträge / Aufwendungen",230395.05
"Minderheitenanteile",0
"Ergebnis je Aktie (unverwässert)",10
"Vermögenswerte",112354.9
"Vermögenswerte",4336150.8
"Sonstige Sachanlagen",834474.1
"3. FINANZIELLE VERMÖGENSWERTE",4366158.33
"Latente Steuern",17449.06
"1. VORRÄTE",1087373
"FORDERUNGEN",35443716.43
"Steuererstattungsansprüche",242414.88
"VERMÖGENSWERTE",0
"ZAHLUNGSMITTEL-ÄQUIVALENTE",27414549.27
"EPRM",54139000
"CCS",458000
"Sonstiges",2179000
"Impairment-Abschreibungen",224000
"1. Gezeichnetes Kapital",62261447
"2. Kapitalrücklage",17080368.5
"3. Bilanzgewinn",9417305.96
"4. Umrechnungsrücklage",27252.85
"a) Steuerrückstellungen",793846
"b) Sonstige kurzfristige Rückstellungen",1530000.97
"a1) Latente Steuern",174419.33
"a2) Sonstige langfristige Schulden",795003.7
"und Leistungen",33106340.06
"b2) Verzinsliche Schulden",2693197.33
"Verbindlichkeiten",2479652.9
"Kurzfristige Steuerschulden",47873.84
"Ergebnis nach Steuern",3178700.75
"+/- Abschreibungen/Zuschreibungen auf Geschäftswerte",53652
"+/- Zunahme/Abnahme der Rückstellungen",245730.08
"+/- Sonstige zahlungsunwirksame Aufwendungen/Erträge",440238.08
"-/+ Zunahme/Abnahme der kurzfristigen Vermögenswerte ohne Finanzmittel",12228935.5
"+/- Zunahme/Abnahme der sonstigen Schulden und Steuerschulden",8879896.87
"+/- Nicht zahlungswirksame Vorgänge aufgrund Erstkonsolidierungen",0
"+ Einzahlungen aus dem Abgang von Sachanlagen",27336.16
"- Auszahlungen für Investitionen in Sachanlagen",8195.04
"+ Einzahlungen aus dem Abgang von immateriellen Vermögenswerten",0
"- Auszahlungen für Investitionen in immaterielle Vermögenswerte",269523.56
"- Auszahlungen für Geschäftswerte",6630603.41
"+ Einzahlungen aus dem Abgang von Finanzmittelanlagen",1845393.83
"Vermögenswerte",452387.67
"+ Einzahlungen aus Eigenkapitalzuführungen",0
"+/- Einzahlungen/Auszahlungen aus der Aufnahme Tilgung von (Finanz-) Krediten",0
"Zahlungswirksame Veränderungen des Finanzmittelfonds",4677849.63
"Finanzmittelfonds",567.73
"nicht zahlungswirksame Eigenkapitalzuführungen",0
"davon Sachkapitalerhöhung",0
"Umsatzerlöse",17119962.9
"1. Aktivierte Eigenleistungen",106516
"2. Bestandsveränderungen",145989
"1. Materialaufwand",8999246.19
"2. Personalaufwand",2707052.75
"3. Abschreibungen",239802.34
"1. Sonstige betriebliche Erträge",911491.17
"2. Sonstige betriebliche Aufwendungen",2233826.78
"1. Finanzaufwand",125441.49
"2. Sonstige Finanzerträge",178400.11
"Ertragsteueraufwand",686310.88
"Ergebnis je Aktie (unverwässert",50
"Vermögenswerte",3643869.5
"c) Sonstige immaterielle Vermögenswerte",26892894
"Sonstige Sachanlagen",850391.62
"3. FINANZIELLE VERMÖGENSWERTE",3739759.72
"Latente Steuern",3443681.35
"1. VORRÄTE",94842.87
"FORDERUNGEN",69538245.92
"Steuererstattungsansprüche",720650.3
"VERMÖGENSWERTE",0
"ZAHLUNGSMITTELÄQUIVALENTE",61111107.53
"EPRM",53505000
"CCS",288000
"Sonstiges",0
"Impairment-Abschreibungen",0
"1. Gezeichnetes Kapital",79290882
"2. Kapitalrücklage",7426783.51
"3. Bilanzgewinn",26938483.1
"4. Umrechnungsrücklage",26553.97
"a) Steuerrückstellungen",1229881.82
"b) Sonstige kurzfristige Rückstellungen",2090866.01
"a1) Latente Steuern",1059737.07
"a2) Langfristige verzinsliche Schulden",6500000
"a3) Sonstige langfristige Schulden",239224.83
"Leistungen",65632177.4
"b2) Verzinsliche Schulden",5242449.38
"b3) Sonstige finanzielle Verbindlichkeiten",27620927.49
"Kurzfristige Steuerschulden",530497.6
"Ergebnis nach Steuern",5261561.1
"+/- Abnahmen/Zunahmen aus Währungskursdifferenzen",348.18
"+/- Abschreibungen/Zuschreibungen auf Geschäftswerte",0
"+/- Zunahme/Abnahme der Rückstellungen",744664.44
"+/- sonstige zahlungsunwirksame Aufwendungen/Erträge",622165.24
"-/+ Zunahme/Abnahme der kurzfristigen Vermögenswerte ohne Finanzmittel",13149693.49
"+/- Zunahme/Abnahme der sonstigen Schulden und Steuerschulden",10735317.52
"+/- Anpassungen aufgrund Erstkonsolidierung",0
"+ Einzahlungen aus dem Abgang von immateriellen Vermögenswerten",0
"- Auszahlungen für Investitionen in immaterielle Vermögenswerte",2794950.48
"- Auszahlungen für Geschäftswerte",0
"+ Einzahlungen aus dem Abgang von Sachanlagen",1218
"- Auszahlungen für Investitionen in Sachanlagen",217312.76
"+ Einzahlungen aus dem Abgang von finanziellen Vermögenswerten",0
"- Auszahlungen aufgrund von Investitionen in finanzielle Vermögenswerte",569977.38
"- für Investitionen in immaterielle Vermögenswerte",0
"- für Investitionen in Geschäftswerte",1011357.83
"- für Investitionen in Sachanlagen",0
"- für Investitionen in finanzielle Vermögenswerte",0
"- für andere Vermögenswerte",0
"- über die Verrechnung mit der Kapitalrücklage",0
"+ Einzahlungen aus Eigenkapitalzuführungen",0
"Zahlungswirksame Veränderungen des Finanzmittelfonds",2019654.01
"+/- wechselkursbedingte Änderungen",792.79
"Umsatzerlöse",26600023.8
"Bestandsveränderungen",1100022
"1. Materialaufwand",14996947.3
"2. Personalaufwand",3881100.32
"3. Abschreibungen",374955.81
"1. Sonstige betriebliche Erträge",878328.87
"2. Sonstige betriebliche Aufwendungen",3262354.27
"1. Sonstige Finanzerträge",178106.62
"2. Finanzaufwand",159491.81
"Ertragsteueraufwand",820070.68
"Ergebnis je Aktive (unverwässert)",70
"Selbsterstellte immaterielle Vermögenswerte",7366490
"Sonstige immaterielle Vermögenswerte",52515898.94
"Sonstige Sachanlagen",1855485.76
"3. Finanzielle Vermögenswerte",2613225.84
"Latente Steuern",7127491.4
"1. Vorräte",1817987.32
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",96388675.91
"Steuererstattungsansprüche",2426206.98
"5. Zahlungsmittel und Zahlungsmitteläquivalente",166890589.98
"EPRM",89805000
"CCS",288000
"Sonstige",0
"abzüglich: Impairment-Abschreibungen",0
"abzgl. Goodwill Anpassung wg. Latenter Steuern",0
"1. Gezeichnetes Kapital",81431868
"2. Kapitalrücklage",30563376.13
"3. Bilanzgewinn",60138614.65
"4. Umrechnungsrücklage",8768.38
"Steuerrückstellungen",3614229.62
"Sonstige kurzfristige Rückstellungen",4514570.29
"Latente Steuern",3846449.35
"Langfristige verzinsliche Schulden",8000000
"Sonstige langfristige Schulden",120000
"Verbindlichkeiten aus Lieferungen und Leistungen",123537276.97
"Verzinsliche Schulden",5206610.11
"Sonstige finanzielle Verbindlichkeiten",108130608.3
"Kurzfristige Steuerschulden",0
"Ergebnis nach Steuern",7990129.77
"Abnahmen/Zunahmen aus Währungskursdifferenzen",1939.98
"Abschreibungen/Zuschreibungen auf Geschäftswerte",0
"Zunahme/Abnahme der Rückstellungen",583143.96
"sonstige zahlungsunwirksame Aufwendungen/Erträge",692657.25
"Zunahme/Abnahme der sonstigen Schulden und Steuerschulden",13795248.8
"Einzahlungen aus dem Abgang von immateriellen Vermögenswerten",0
"Auszahlungen für Investitionen in immaterielle Vermögenswerte",1123778
"Auszahlungen für Geschäftswerte",0
"Einzahlungen aus dem Abgang von Sachanlagen",0
"Auszahlungen für Investitionen in Sachanlagen",55738.55
"Einzahlungen aus dem Abgang von finanziellen Vermögenswerten",0
"Vermögenswerte",109558.7
"für Investitionen in Geschäftswerte",0
"über die Verrechnung mit der Kapitalrücklage",0
"Einzahlungen aus Eigenkapitalzuführungen",89869.11
"Krediten",0
"Zahlungswirksame Veränderungen des Finanzmittelfonds",27709624.86
"wechselkursbedingte Änderungen",4535.61
"nicht zahlungswirksame Eigenkapitalzuführungen, davon",166035.61
"Sachkapitalerhöhung",0
"Differenzen aus Währungsumrechnungen",4535.61
"Erhöhung Kapitalrücklage wegen Personalaufwand Wandelanleihe",161500
"Zunahmen/Abnahme der kurzfristigen Vermögenswerte",21545111.31
"I. Umsatzerlöse",40812764.76
"1. Aktivierte Eigenleistungen",1007496
"2. Bestandsveränderungen",0
"1. Materialaufwand",22137499.91
"2. Personalaufwand",6069537.2
"3. Abschreibungen",728358.35
"1. Sonstige betriebliche Erträge",1113179.5
"2. Sonstige betriebliche Aufwendungen",3928198.14
"1. Sonstige Finanzerträge",66072.49
"2. Finanzaufwand",141068.99
"VII. Ertragsteueraufwand",2004720.39
"X. Erträge aus Kapitalherabsetzungen",0
"Ergebnis je Aktie (unverwässert)",100
"Selbsterstellte immaterielle Vermögenswerte",10425774
"Sonstige immaterielle Vermögenswerte",10174629.97
"Kundenbeziehungen",44621274.94
"Sonstige Sachanlagen",1528583.14
"3. Finanzielle Vermögenswerte",1858858.78
"Latente Steueransprüche",6194863.25
"1. Vorräte",123406.1
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",67814766.6
"Steuererstattungsansprüche",3132854.64
"4. Zahlungsmittel und Zahlungsmitteläquivalente",216493598.3
"Payment Processing & Risk Management",65984000
"Acquiring & Issuing",24017000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",101803139
"2. Kapitalrücklage",10884017.49
"3. Bilanzgewinn",103647945.85
"4. Umrechnungsrücklage",20619.39
"Langfristige verzinsliche Verbindlichkeiten",4500000
"Sonstige langfristige Verbindlichkeiten",0
"Latente Steuerschulden",4912621.73
"Verbindlichkeiten aus Lieferungen und Leistungen",118250343.45
"Verzinsliche Verbindlichkeiten",4851753.73
"Sonstige Rückstellungen",1330250.76
"Sonstige Verbindlichkeiten",4113826.33
"Kundeneinlagen aus dem Bankgeschäft",95711270.43
"Steuerrückstellungen",2673085.73
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",11886184.29
"Unternehmen",0
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",1548.84
"Zunahme/Abnahme aus Währungskursdifferenzen",1150460.1
"Zunahme/Abnahme der Vorräte",60466.58
"Zunahme/Abnahme Forderungen aus Lieferungen und Leistungen",10107109.77
"Zunahme/Abnahme anderer kurzfristiger Aktiva",110069.68
"Zunahme/Abnahme der Rückstellungen",745233.42
"Leistungen",4012594.08
"Zunahme/Abnahme anderer kurzfristiger Passiva",420503.84
"Sonstige zahlungsunwirksame Aufwendungen und Erträge",524892.05
"Auszahlungssaldo aus Ertragsteuern",531418.26
"Gezahlte Zinsen ohne Darlehenszinsen",17210.3
"Erhaltene Zinsen",18481.49
"Working Capital aus Erstkonsolidierung",1016824.34
"Sachanlagen",2481432.19
"und Sachanlagen",0
"Auszahlungen für Investitionen in finanzielle Vermögenswerte",54966.55
"Einzahlungen aus dem Verkauf von finanziellen Vermögenswerten",0
"Zahlungsmittel",0
"konsolidierten Unternehmen",0
"Einzahlungen aus der Ausgabe von Aktien",0
"Auszahlungen für Aufwendungen aus der Ausgabe von Aktien",0
"Einzahlungen aus der Aufnahme von Finanzverbindlichkeiten",0
"Finanzverbindlichkeiten",0
"Auszahlung aus der Tilgung von Finanzverbindlichkeiten",0
"Dividendenausschüttung",0
"Gezahlte Zinsen aus Darlehen",100762.51
"Zahlungswirksame Veränderungen des Finanzmittelfonds",3226933.86
"wechselkursbedingte Änderungen des Finanzmittelfonds",3823.75
"konsolidierungskreisbedingte Änderungen des Finanzmittelfonds",0
"nicht zahlungswirksame Eigenkapitalzuführungen, davon",165323.75
"Differenzen aus Währungsumrechnungen",3823.75
"Erhöhung Kapitalrücklage wegen Personalaufwand Wandelanleihe",161500
"I. Umsatzerlöse",49110072.47
"1. Aktivierte Eigenleistungen",1124644.97
"1. Materialaufwand",27994739.56
"2. Personalaufwand",6772758.94
"3. Abschreibungen",885219.87
"1. Sonstige betriebliche Erträge",1699475.57
"1. Sonstige Finanzerträge",290158.01
"2. Finanzaufwand",736077.28
"VII. Ertragsteueraufwand",2246224.61
"X. Erträge aus Kapitalherabsetzungen",0
"Ergebnis je Aktie (unverwässert)",90
"Rechtsberatungs-, Abschlusskosten",474000
"Beratungs- und beratungsnahe Kosten",642000
"Bürokosten",585000
"Betriebsausstattung und Leasing",752000
"Vertrieb und Marketing",916000
"Sonstiges",1026000
"Selbsterstellte immaterielle Vermögenswerte",13593516
"Sonstige immaterielle Vermögenswerte",13350038.29
"Kundenbeziehungen",49605470.94
"Sonstige Sachanlagen",1518666.7
"3. Finanzielle und andere Vermögenswerte / verzinsliche Wertpapiere*",46137849.43
"Latente Steueransprüche",3119387.62
"1. Vorräte",358136.26
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",95745017.13
"Steuererstattungsansprüche",356431.34
"4. Zahlungsmittel und Zahlungsmitteläquivalente*",218161053.11
"Payment Processing & Risk Management",77312000
"Acquiring & Issuing",24017000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",101803139
"2. Kapitalrücklage",11261517.49
"3. Bilanzgewinn",143688846.9
"4. Umrechnungsrücklage",1811.95
"Langfristige verzinsliche Verbindlichkeiten",2000000
"Sonstige langfristige Verbindlichkeiten",1482592.62
"Latente Steuerschulden",6338310.03
"Verbindlichkeiten aus Lieferungen und Leistungen",144600826.86
"Verzinsliche Verbindlichkeiten",2594267.93
"Sonstige Rückstellungen",1278653.25
"Sonstige Verbindlichkeiten",16058386.73
"Kundeneinlagen aus dem Bankgeschäft",111134884.2
"Steuerrückstellungen",1322991.62
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",14369305.44
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",0
"Effekte aus Währungskursschwankungen",1309255.43
"Zunahme/Abnahme der Vorräte",4604.35
"Forderungen",15028558.99
"Zunahme/Abnahme anderer Aktiva",1315046.54
"Zunahme/Abnahme der Rückstellungen",37637.66
"Zunahme/Abnahme lfr. Schulden ohne Finanzschulden",0
"Zunahme/Abnahme Verbindlichkeiten aus Lieferungen und Leistungen",2278708.21
"Zunahme/Abnahme anderer kurzfristiger Passiva",692988.24
"Sonstige zahlungsunwirksame Aufwendungen und Erträge",0
"Auszahlungssaldo aus Ertragsteuern",742302.28
"Gezahlte Zinsen ohne Darlehenszinsen",55773.53
"Erhaltene Zinsen",28615.65
"Erstkonsolidierung",2035346.37
"Auszahlungen für Investitionen in immaterielle Vermögenswerte und Sachanlagen",3905765.39
"Einzahlungen aus dem Verkauf von immateriellen Vermögenswerten und Sachanlagen",0
"Wertpapiere",43094936.9
"Gesellschaften unter Abzug erworbener Zahlungsmittel",440126.28
"Auszahlung aus der Tilgung von Finanzverbindlichkeiten",1000000
"Dividendenausschüttung",0
"Gezahlte Zinsen aus Darlehen",51693.75
"Zahlungswirksame Veränderungen des Finanzmittelbestands",46449880.48
"wechselkursbedingte Änderungen des Finanzmittelbestands",12282.8
"konsolidierungskreisbedingte Änderungen des Finanzmittelfonds",3670204.33
"I. Umsatzerlöse",59300385.42
"1. Aktivierte Eigenleistungen",1271068.54
"1. Materialaufwand",32132002.93
"2. Personalaufwand",6951229.02
"3. Abschreibungen",1263646.67
"1. Sonstige betriebliche Erträge",313968.31
"1. Sonstige Finanzerträge",199613.47
"2. Finanzaufwand",498088.57
"VII. Ertragsteueraufwand",2213791.54
"Ergebnis je Aktie (unverwässert)",120
"Rechtsberatungs- und Abschlusskosten",886000
"Beratungs- und beratungsnahe Kosten",969000
"Bürokosten",708000
"Betriebsausstattung und Leasing",1193000
"Vertrieb und Marketing",1149000
"Sonstiges",1264000
"Selbsterstellte immaterielle Vermögenswerte",17940839.59
"Sonstige immaterielle Vermögenswerte",15366054.48
"Kundenbeziehungen",62891668.2
"Sonstige Sachanlagen",1838639.09
"3. Finanzielle und andere Vermögenswerte / verzinsliche Wertpapiere",26401984.58
"Latente Steueransprüche",1394606.66
"1. Vorräte",312479.5
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",128296136.24
"Steuererstattungsansprüche",11261.06
"4. Verzinsliche Wertpapiere",10000000
"5. Zahlungsmittel und Zahlungsmitteläquivalente*",200271970.26
"Payment Processing & Risk Management",87546000
"Acquiring & Issuing",24017000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",101803139
"2. Kapitalrücklage",11261517.49
"3. Gewinnrücklagen",189161507.17
"4. Umrechnungsrücklage",111317.26
"Langfristige verzinsliche Verbindlichkeiten",1000000
"Sonstige langfristige Verbindlichkeiten",1066891.49
"Latente Steuerschulden",6797228.13
"Verbindlichkeiten aus Lieferungen und Leistungen",105499341.82
"Verzinsliche Verbindlichkeiten",26055074.9
"Sonstige Rückstellungen",1387491.15
"Sonstige Verbindlichkeiten",9225997.02
"Kundeneinlagen aus dem Bankgeschäft",117828251.4
"Steuerrückstellungen",5378905.98
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",15143158.24
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",0
"Effekte aus Währungskursschwankungen",52874.14
"Zunahme/Abnahme der Vorräte",47029.89
"Leistungen und sonstiger Forderungen",9523548.63
"Zunahme/Abnahme anderer Aktiva",575080.06
"Zunahme/Abnahme der Rückstellungen",264619.96
"Zunahme/Abnahme lfr. Schulden ohne Finanzschulden",734969.49
"Leistungen",6943640.01
"Zunahme/Abnahme anderer kurzfristiger Passiva",701723
"Sonstige zahlungsunwirksame Aufwendungen und Erträge",0
"Auszahlungssaldo aus Ertragsteuern",1374335.93
"Gezahlte Zinsen ohne Darlehenszinsen",178852.26
"Erhaltene Zinsen",11338.95
"Working Capital aus Erstkonsolidierung",2305307.34
"und Sachanlagen",2138497.41
"und verzinsliche Wertpapiere",0
"Vermögenswerten",0
"Einzahlungen aus der Tilgung von Ausleihungen",0
"konsolidierter Gesellschaften",1831255.93
"Einzahlungen aus der Aufnahme von Finanzverbindlichkeiten",5000000
"Auszahlungen aus der Tilgung von Finanzverbindlichkeiten",10000000
"Dividendenausschüttung",0
"Gezahlte Zinsen aus Darlehen",28299.99
"Finanzmittelbestands",3287541.8
"Wechselkursbedingte Änderungen des Finanzmittelbestands",25543.72
"Finanzmittelfonds",16397.24
"I. Umsatzerlöse",69881116.31
"1. Aktivierte Eigenleistungen",1620672.95
"1. Materialaufwand",40389026.43
"2. Personalaufwand",7025495.54
"3. Abschreibungen",1722445.47
"1. Sonstige betriebliche Erträge",318245.28
"1. Sonstige Finanzerträge",654257.08
"2. Finanzaufwand",236191.28
"VII. Ertragsteueraufwand",3042411.54
"Ergebnis je Aktie (unverwässert)",120
"Rechtsberatungs- und Abschlusskosten",667000
"Beratungs- und beratungsnahe Kosten",903000
"Bürokosten",781000
"Betriebsausstattung und Leasing",1263000
"Vertrieb und Marketing",847000
"Sonstiges",3079000
"Selbsterstellte immaterielle Vermögenswerte",23063085.47
"Sonstige immaterielle Vermögenswerte",27858389.04
"Kundenbeziehungen",89042453.71
"Sonstige Sachanlagen",8135568.25
"3. Finanzielle und andere Vermögenswerte / verzinsliche Wertpapiere",37490628.18
"Latente Steueransprüche",1270203.8
"1. Vorräte und unfertige Leistungen",812369.36
"2. Forderungen aus Lieferungen und Leistungen und sonstige Forderungen",186157029.87
"Steuererstattungsansprüche",6199071.81
"4. Verzinsliche Wertpapiere",9000000
"5. Zahlungsmittel und Zahlungsmitteläquivalente",351613823.95
"Payment Processing & Risk Management",101081000
"Acquiring & Issuing",26196000
"Call Center & Communication Services",288000
"1. Gezeichnetes Kapital",111983452
"2. Kapitalrücklage",138952098.45
"3. Gewinnrücklagen",242929773.26
"4. Umrechnungsrücklage",250568.21
"Langfristige verzinsliche Verbindlichkeiten",81000000
"Sonstige langfristige Verbindlichkeiten",17250767.96
"Latente Steuerschulden",9601555.22
"Verbindlichkeiten aus Lieferungen und Leistungen",137874317.38
"Verzinsliche Verbindlichkeiten",1075708.04
"Sonstige Rückstellungen",873739.21
"Sonstige Verbindlichkeiten",12422605.45
"Kundeneinlagen aus dem Bankgeschäft",111075039.94
"Steuerrückstellungen",2918203.8
"Ergebnis vor Zinsen und Ertragsteuern (EBIT)",19722708.03
"Gewinn/Verlust aus dem Abgang von Anlagevermögen",14789.42
"Vermögenswerte",3535241.87
"Effekte aus Währungskursschwankungen",420275.61
"Zunahme/Abnahme der Vorräte",33327.44
"Leistungen und sonstiger Forderungen",4492655.02
"Zunahme/Abnahme anderer Aktiva",6411528.52
"Zunahme/Abnahme der Rückstellungen",688153.87
"Zunahme/Abnahme lfr. Schulden ohne Finanzschulden",283888.56
"Leistungen",2448805.72
"Zunahme/Abnahme anderer kurzfristiger Passiva",4153212.92
"Auszahlungssaldo aus Ertragsteuern",2245705.12
"Gezahlte Zinsen ohne Darlehenszinsen",64528.14
"Erhaltene Zinsen",20032.6
"Working Capital aus Erstkonsolidierung",0
"und Sachanlagen",2618851.5
"Vermögenswerten und Sachanlagen",543907.53
"und verzinsliche Wertpapiere",7500000
"konsolidierter Gesellschaften",0
"Einzahlungen aus der Ausgabe von Aktien",139470288.1
"Auszahlungen für Aufwendungen aus der Ausgabe von Aktien",2202263.87
"Aufnahme/Tilgung Verbindlichkeiten aus Leasing",209190.2
"Einzahlungen aus der Aufnahme von Finanzverbindlichkeiten",5000000
"Finanzverbindlichkeiten",106990
"Auszahlungen aus der Tilgung von Finanzverbindlichkeiten",9023539.78
"Gezahlte Zinsen aus Darlehen",233359.48
"Finanzmittelbestands",131447052.74
"Wechselkursbedingte Änderungen des Finanzmittelbestands",75760.35
"Finanzmittelfonds",0
"I. Umsatzerlöse",83639879.03
"1. Aktivierte Eigenleistungen",2087572.88
"1. Materialaufwand",47786858.98
"2. Personalaufwand",8698999.61
"3. Abschreibungen",3535241.87
"1. Sonstige betriebliche Erträge",673393.3
"1. Sonstige Finanzerträge",1314144.11
"2. Finanzaufwand",2014181.2
"VII. Ertragsteueraufwand",3740782.38
"Ergebnis je Aktie (unverwässert)",150
"Rechtsberatungs- und Abschlusskosten",862000
"Beratungs- und beratungsnahe Kosten",868000
"Bürokosten",1059000
"Betriebsausstattung und Leasing",1259000
"Vertrieb und Marketing",1327000
"Sonstiges",1282000
